id,created_at,subject,from,to,cc,bcc,reply_to,last_event,sent_at,scheduled_at,api_key_id
67930b65-c200-4aea-813d-612ac3badd64,2026-01-22 14:15:44.274554+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta,GhostMyData <noreply@send.ghostmydata.com>,privacy@whitepages.com,,,,bounced,2026-01-22 14:15:44.4+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
87a64c7d-b42e-4272-af4c-f2f2ce440bed,2026-01-22 16:29:11.07265+00,GhostMyData SEO Alert - Score: 75/100,GhostMyData <noreply@send.ghostmydata.com>,super_admin@ghostmydata.com,,,,bounced,2026-01-22 16:29:11.292+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
e7408c34-1ea5-4679-88f5-cfab07601ce2,2026-01-23 17:27:29.582286+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta,GhostMyData <noreply@send.ghostmydata.com>,privacy@yellowpages.com,,,,bounced,2026-01-23 17:27:29.726+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
c202da88-3345-4722-a049-8a2762a58e92,2026-01-23 17:35:06.0651+00,Data Deletion Request - CCPA/GDPR - Sandeep Gupta,GhostMyData <noreply@send.ghostmydata.com>,privacy@infospace.com,,,,bounced,2026-01-23 17:35:06.208+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
d983abaa-7f42-4385-a51b-72d00c630cb3,2026-01-26 08:09:00.780221+00,📊 Your Weekly Privacy Report - Risk Score: 100,GhostMyData <noreply@send.ghostmydata.com>,test@example.com,,,,bounced,2026-01-26 08:09:00.925+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
e5472ba8-a8ef-49c9-b684-3f3dac8fd11f,2026-01-26 08:09:00.874628+00,📊 Your Weekly Privacy Report - Risk Score: 0,GhostMyData <noreply@send.ghostmydata.com>,user2@example.com,,,,bounced,2026-01-26 08:09:01.019+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
7969e2a3-5f52-4919-8a38-56e88110ba27,2026-01-26 20:09:32.618525+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@movoto.com,,,,bounced,2026-01-26 20:09:32.785+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
9d4e91dd-0741-4f4b-afc7-ebd56a80e189,2026-01-26 20:09:36.318244+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,removal@mugshots.com,,,,bounced,2026-01-26 20:09:36.481+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
5a782920-cfb8-421d-9483-fc07c62abc6a,2026-01-26 20:10:08.913871+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@realtor.com,,,,bounced,2026-01-26 20:10:09.074+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
6cf89cb3-09e6-4d43-8d1c-b076e04e492e,2026-01-26 20:10:11.572784+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@trulia.com,,,,bounced,2026-01-26 20:10:11.719+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
302beb37-6e58-4904-81d5-2a3b5ec9ae9d,2026-01-26 20:11:39.354558+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@unicourt.com,,,,bounced,2026-01-26 20:11:39.499+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
4b737b76-86c5-4b81-a7ae-146d6c840fc6,2026-01-26 20:11:51.574774+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@landwatch.com,,,,bounced,2026-01-26 20:11:51.75+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
bb7e7373-3a3d-4fd7-8278-a7b7288fb390,2026-01-26 20:12:08.469869+00,Data Deletion Request - CCPA/GDPR - Rakesh Kathuria,GhostMyData <noreply@send.ghostmydata.com>,privacy@uplead.com,,,,bounced,2026-01-26 20:12:08.592+00,,fb3336bd-5b87-43ab-bb3a-d540492f8db5
